#,Author,Rating,Date,Date (parsed),Review Text,Language,Review ID
187,Rula Alslal,,,,"Rula Alslal
مرشد محلي · 25 مراجعة · 4 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUM2M3V5TVJREAE
188,ARWA,3,قبل 4 سنوات,2022-04-07,حميل التطوير الحاصل في المستشفى لكن يظل فيه عشوائية عجيبة في أنظمة التشغيل بخصوص المواعيد والتحويل للعيادات فضلا عن استقبال العيادات الخارجية كانوا بنات وغريب تعاملهم وفي المقابل استقبال الطوارئ جدا متعاون ومحترف.,ar,ChdDSUhNMG9nS0VJQ0FnSUNXODliQV93RRAB
189,ARWA,,,,"ARWA
مرشد محلي · 264 مراجعة · 434 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUNXODliQV93RRAB
190,ابو مجاهد الحارثي,5,قبل 4 سنوات,2022-04-07,"ماشاءلله تبارك الرحمن صرح علمي جميل وتصميم عالمي مع حسن استقبال الزوار والمراجعين من قبل اساتذة ودكاترة وموضفي الجامعه بكل صدرآ رحب وسلاسة المعامله
اسال الله التوفيق الجميع ....",ar,ChZDSUhNMG9nS0VJQ0FnSUM2NFpPWkNBEAE
191,ابو مجاهد الحارثي,,,,"ابو مجاهد الحارثي
مرشد محلي · 51 مراجعة · 11 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUM2NFpPWkNBEAE
192,Mohamed Elgohary,4,تاريخ التعديل: قبل 5 أشهر,,جامعة وصرح علمي بالقصيم يحتوي على كليات متنوعة ويحتوي على المستشفى الجامعي,ar,ChdDSUhNMG9nS0VMLVl1bzJFcS1EM3BBRRAB
193,Mohamed Elgohary,,,,"Mohamed Elgohary
مرشد محلي · 285 مراجعة · 242 صورة",ar,ChdDSUhNMG9nS0VMLVl1bzJFcS1EM3BBRRAB
194,ahlam Al-Shalahi,4,تاريخ التعديل: قبل 4 سنوات,2022-04-07,على حسب اقسام الكليات  والدكاتره،  بشكل عام حلوه اللي تدرس عند لبنى اللهيب محظوظة لانها  افضل دكتورة بالجامعه🥺❤ …,ar,ChdDSUhNMG9nS0VJQ0FnSURtcU1xUDV3RRAB
195,ahlam Al-Shalahi,,,,"ahlam Al-Shalahi
مرشد محلي · 49 مراجعة · 23 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSURtcU1xUDV3RRAB
196,ابومحمد,5,قبل 7 سنوات,2019-04-08,جامعه مميزه وفي تقدم,ar,ChdDSUhNMG9nS0VJQ0FnSUNRb0thWXZRRRAB
197,ابومحمد,,,,"ابومحمد
مرشد محلي · 338 مراجعة · 1,232 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUNRb0thWXZRRRAB
198,صالح فهد,,قبل 11 شهرًا,2025-05-11,حر موت المكيفات ماتعمل ولا يفتحون الدرايش هلكنا 🥵🥵🥵🥵 …,ar,ChZDSUhNMG9nS0VJQ0FnTURJa09qOE5REAE
199,صالح فهد,,,,"صالح فهد
14 مراجعة · صورتان (2)",ar,ChZDSUhNMG9nS0VJQ0FnTURJa09qOE5REAE
200,Sarra Ochi,5,قبل 8 سنوات,2018-04-08,جامعة القصيم هي جامعة سعودية حكومية تقع في مدينة بريدة شمال مطار الأمير نايف، وهي إحدى الجامعات الحكومية الشاملة، يشرف عليها وزارة التعليم السعوديةويتولى إدارة الجامعة أ.د. عبد الرحمن بن حمد الداود. وتشتمل على 71 تخصصاً علمياً في المجالات المختلفة، الشرعية والعربية والإنسانية إضافة إلى التخصصات العلمية والهندسية والصحية. وتقدم الجامعة جميع الدرجات العلمية بعد المرحلة الثانوية.[1],ar,ChZDSUhNMG9nS0VJQ0FnSURRX3F1Qk1REAE
201,Sarra Ochi,,,,"Sarra Ochi
مرشد محلي · 208 مراجعات · 1,317 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSURRX3F1Qk1REAE
202,Don,,قبل سنتين,,كنت بمدحكم بس اكتشفت انكم معقدين ام العيال فا ماتستاهلون الا نجمه وحده والمره هذي وقفت على النجوم المره الجايه بتفاهم معكم 👍🏻 …,ar,ChZDSUhNMG9nS0VJQ0FnSUM5M01ycFhnEAE
203,daniah,,قبل سنتين,,ليه تسوون ميد تيرم مرتين !!! لو فيه نص نجمة كان حطيت وشوله تضغطون سوسو اتمنى اعادة النظر في النظام الواحد يتعلم ولا يشيل هم,ar,ChdDSUhNMG9nS0VJQ0FnSUQ1aXZxWTNBRRAB
204,Faisal C,,قبل 6 سنوات,2020-04-07,اهررررررب اسوء جامعة في السعودية! دكاترة زفت ولا يوجد تفعيل للتعليم الالكتروني ومكان الجامعة ميت مافيه حتى اشباح!!! الشعب قليلة وبعض المواد مافيها إلا دكتور واحد وقت واحد!!! روح ابتعاث او سعود وعزوز احسن لك مليون مره لو تقدر,ar,ChdDSUhNMG9nS0VJQ0FnSUNNaGFQV3FBRRAB
205,Faisal C,,,,"Faisal C
مراجعة واحدة",ar,ChdDSUhNMG9nS0VJQ0FnSUNNaGFQV3FBRRAB
206,موجه حياتي فهد الثبيتي,,قبل 6 سنوات,2020-04-07,"الموظفين الاداريين تعاملهم زي الزفت، والواحد ما يكلمك الا من خشمه كنك جاي تشحد من جيبه شي، تأخير معاملات، تطفيش المراجعين، استهتار في حقوق الناس، مماطلة في انهاء الإجراءات.... إلخ، ما أقول الا ""الله يعينهم على نفسياتهم"" حسبي الله ونعم الوكيل.",ar,ChZDSUhNMG9nS0VJQ0FnSUMwbmJid1l3EAE
207,موجه حياتي فهد الثبيتي,,,,"موجه حياتي فهد الثبيتي
مرشد محلي · 73 مراجعة · 662 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUMwbmJid1l3EAE
208,Mohammed,2,قبل 6 سنوات,2020-04-07,"على كثر ماسمعت عنها انها جامعه سيئه للغايه الا انه ادق على التالفون يرفع و يسكر 😆💔
ماقول الا حسبي الله ونعم الوكيل كيف انه يصرف عليكم رواتب منتب له هاذا الكلام تاريخ محرم ١٨/١٤٤١ اساعه ١٠/٣٠ …",ar,ChZDSUhNMG9nS0VJQ0FnSUMwelA3YlhnEAE
209,Mohammed,,,,"Mohammed
مرشد محلي · 40 مراجعة",ar,ChZDSUhNMG9nS0VJQ0FnSUMwelA3YlhnEAE
210,خالد الحسون,5,قبل سنة,,المدينة الجامعية لجامعة القصيم,ar,ChdDSUhNMG9nS0VJQ0FnSUMzNXFuVXZBRRAB
211,خالد الحسون,,,,"خالد الحسون
مرشد محلي · 298 مراجعة · 249 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUMzNXFuVXZBRRAB
212,Ibrahim Ismail,4,قبل سنتين,,جامعة ضخمة ومعلم عملاق مدينة داخل مدينة,ar,ChdDSUhNMG9nS0VJQ0FnSUNwNmNUdDhnRRAB
213,Ibrahim Ismail,,,,"Ibrahim Ismail
مرشد محلي · 236 مراجعة · 491 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUNwNmNUdDhnRRAB
214,zuhir m,5,تاريخ التعديل: قبل 10 أشهر,,جامعة راقية، تعليم متميز، وخدمات متكاملة.,ar,ChdDSUhNMG9nS0VJQ0FnSURQbmZybDlRRRAB
215,zuhir m,,,,"zuhir m
مرشد محلي · 78 مراجعة · 158 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSURQbmZybDlRRRAB
216,عبدالمحسن,,قبل سنة,,من الساعه ٨ الى صلاة الظهر وانا ادور عشان اسلم رسالة بس كل واحد يتهرب من مسؤوليته عشان ما يشتغل,ar,ChZDSUhNMG9nS0VJQ0FnSUNYeE5DY01REAE
217,عبدالمحسن,,,,"عبدالمحسن
مرشد محلي · 82 مراجعة · 8 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUNYeE5DY01REAE
218,D7OOM _992,,قبل سنة,,مافي اي محل للافطار والبوفيات اللي موجوده طعمها سيئ اكرم الله النعمه 👎 …,ar,ChdDSUhNMG9nS0VJQ0FnSUNIMHMzaXFRRRAB
219,D7OOM _992,,,,"D7OOM _992
مرشد محلي · 33 مراجعة · 7 صور",ar,ChdDSUhNMG9nS0VJQ0FnSUNIMHMzaXFRRRAB
220,DAB,,قبل سنة,,لاانصح بالدراسه فيها لانه بتخليك مهبول والمفروض مع شهادة التخرج يتكفلون بعلاجك نفسياً 6 شهور على حسابهم,ar,ChdDSUhNMG9nS0VJQ0FnSUM3bU1ibHhRRRAB
221,DAB,,,,"DAB
مرشد محلي · 34 مراجعة · 3 صور",ar,ChdDSUhNMG9nS0VJQ0FnSUM3bU1ibHhRRRAB
222,ياسر العثيم,,تاريخ التعديل: قبل سنة,,من اسواء الجامعة بالمملكة و تعامل من الموظفين سئ جدااا الى عميد كلية لغة العربيه و عميد الجامعة للاسف لاحد يستجيب يحسسون انهم فوق الناس رافعين خشومهم,ar,ChdDSUhNMG9nS0VJQ0FnSUNIN05mNy1nRRAB
223,ياسر العثيم,,,,"ياسر العثيم
10 مراجعات",ar,ChdDSUhNMG9nS0VJQ0FnSUNIN05mNy1nRRAB
224,غازي الراجحي,,قبل 6 سنوات,2020-04-07,كانت ومازلت اسمع ... قله في المخرجات ... الطالب الذي انشأت الجامعة من اجله لا قيمة له ... مصروفات تفوق ميزانيات دول ... اعتماد على غير السعوديين في الكليات ..,ar,ChZDSUhNMG9nS0VJQ0FnSURZZ3BmdWRREAE
225,غازي الراجحي,,,,"غازي الراجحي
مرشد محلي · 244 مراجعة · 140 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSURZZ3BmdWRREAE
226,MOHMMED,3,قبل سنتين,,طلاب الأنظمة والحقوق لا يمكنهم إكمال دراساتهم العليا بالدكتوراه بسبب عدم وجود برنامج دكتوراه أنظمة 😔 …,ar,ChdDSUhNMG9nS0VJQ0FnSUNEMjVUZGdnRRAB
227,MOHMMED,,,,"MOHMMED
مرشد محلي · 10 مراجعات · 3 صور",ar,ChdDSUhNMG9nS0VJQ0FnSUNEMjVUZGdnRRAB
228,zorro,5,قبل 5 سنوات,2021-04-07,جامعة القصيم جامعة متطوره جدا وهذا السبب يرجع الى اهل المنطقة خاصة مدينة بريدة المدينة المركزية المثقفون وانفتاحهم على الثقافات من قديم الزمان ايام رحلاتهم على الجمال منهم من عمل فالشام والعراق ومصر والهند ومنهم من وصل الى امريكا وهولاء يسمون عقيلات,ar,ChZDSUhNMG9nS0VJQ0FnSUR5NU11Z1BREAE
229,zorro,,,,"zorro
مرشد محلي · 98 مراجعة · 7 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUR5NU11Z1BREAE
230,فايز العوفي,5,قبل سنة,,من اروع الجامعات تنظيم واهتمام علمي ووحدة صحية,ar,ChdDSUhNMG9nS0VJQ0FnTUR3NE5yQWhnRRAB
231,فايز العوفي,,,,"فايز العوفي
مرشد محلي · 14 مراجعة · صورة واحدة",ar,ChdDSUhNMG9nS0VJQ0FnTUR3NE5yQWhnRRAB
232,سامي الكريديس,5,قبل 4 سنوات,2022-04-07,"جامعة القصيم تحفة معمارية فريدة
راجعت عمادة القبول والتسجيل ووجدت الاستقبال الرائع من منسوبي العمادة والاستماع الجيد منهم والحوار الطيب
وفقهم الله لخدمة أبناء وبنات الوطن",ar,ChdDSUhNMG9nS0VJQ0FnSURhMU9yczdRRRAB
233,سامي الكريديس,,,,"سامي الكريديس
مرشد محلي · 28 مراجعة",ar,ChdDSUhNMG9nS0VJQ0FnSURhMU9yczdRRRAB
234,شادن,,قبل سنتين,,"المبنى جديد ومع ذلك مليان مشاكل ، كثير من الدكاتره يتعاملون مع الطلبه زي اليهود اذا عندك استطاعه تدرس بمكان ثاني ادرس هناك افضل

شؤون الطالبات غالبيتهن سيئات ومايفهمن شيء بالنظام",ar,ChZDSUhNMG9nS0VJQ0FnSUNwc2FlakZnEAE
235,شادن,,,,"شادن
مرشد محلي · 36 مراجعة · 5 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUNwc2FlakZnEAE
236,Ahmed Alsagoub,5,قبل سنتين,,صرح تعليمي يخدم أبناء المنطقة ويستقبل سنويا عشرات الالوف من الطلاب المستجدين ويخرج مثلهم من المؤهلين  لسوق العمل من جميع التخصصات,ar,ChdDSUhNMG9nS0VJQ0FnSURwczdhSTl3RRAB
237,Ahmed Alsagoub,,,,"Ahmed Alsagoub
مرشد محلي · 118 مراجعة",ar,ChdDSUhNMG9nS0VJQ0FnSURwczdhSTl3RRAB
238,شيخه الشمري,,قبل 8 أشهر,,هل جامعه القصيم فيها سنة تأهيلية ؟,ar,Ci9DQUlRQUNvZENodHljRjlvT2xBemRHRklkRmd5UjJGWk5HdHhVVmhIVUhKMWEwRRAB
239,شيخه الشمري,,,,"شيخه الشمري
8 مراجعات · 3 صور",ar,Ci9DQUlRQUNvZENodHljRjlvT2xBemRHRklkRmd5UjJGWk5HdHhVVmhIVUhKMWEwRRAB
240,Bassam Shehadeh,5,تاريخ التعديل: قبل 3 سنوات,2023-04-07,شاهدتي مجروحه انا احد اعضاء التدريس في الجامعه. لكنها بحق تطورت بشكل حثيث يضاهي اكبر الجامعات مع جوده تعليميه عاليه و  مستوى اداري رفيع.,ar,ChdDSUhNMG9nS0VJQ0FnSUNDX00zanlnRRAB
241,Bassam Shehadeh,,,,"Bassam Shehadeh
مرشد محلي · 65 مراجعة · صورة واحدة",ar,ChdDSUhNMG9nS0VJQ0FnSUNDX00zanlnRRAB
242,Abu mohsn .,5,قبل 5 سنوات,2021-04-07,"بصراحة شي مذهل
صرح علمي فوق الممتاز
ترتيب ونظام كل قسم لحالة
ولا استقبال الموظفين شي رائع اخلاق علية واحترام وتقدير",ar,ChZDSUhNMG9nS0VJQ0FnSURDZ2F2dkhBEAE
243,Abu mohsn .,,,,"Abu mohsn .
مرشد محلي · 18 مراجعة · 24 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSURDZ2F2dkhBEAE
244,Cowboy,5,قبل 3 سنوات,2023-04-07,"مدينه كامله متكاملة الخدمات الكليات والجامعات والترتيب بين الأقسام وكذلك موقع الإدارة العامة الخرافية والقاعات والموتمرات كنت أحد موظفي القطاع الخاص الي يعلمون في الجامعة قبل كورونا
وتذكرت الماضي الجميل فيها أتمنى أن تعود",ar,ChdDSUhNMG9nS0VJQ0FnSURCbVlmeXNBRRAB
245,Cowboy,,,,"Cowboy
مرشد محلي · 179 مراجعة · 11 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSURCbVlmeXNBRRAB
246,sayaf shaibani,5,قبل 3 سنوات,2023-04-07,تطورت بشكل كبير وملحوظ مدينه جامعيه جميله نتمنى لهم دوام التقدم والنجاح,ar,ChZDSUhNMG9nS0VJQ0FnSUNlenQzLUN3EAE
247,sayaf shaibani,,,,"sayaf shaibani
مرشد محلي · 115 مراجعة · 33 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUNlenQzLUN3EAE
248,Kady Alayyaf,,قبل سنتين,,"نجمة وحدة عشان الكراسي مريحة
اما الباقي سيء
دكاترة مايراعون ويتعبونك نفسياً
انا داخلة الجامعة اتدلع
ابي دكاترة يدلعوني يراعون نفسيتي
ماحبيت
نشوفكم بعد ٣ سنوات
انتظروني اعطيكم ابديت جديد",ar,ChdDSUhNMG9nS0VJQ0FnSUMxM2NmVHRBRRAB
249,Kady Alayyaf,,,,"Kady Alayyaf
4 مراجعات · صورتان (2)",ar,ChdDSUhNMG9nS0VJQ0FnSUMxM2NmVHRBRRAB
250,CHMs,,تاريخ التعديل: قبل سنة,,عمادة الدراسات العليا فيها تعنت عجيب في التعامل مع الطلاب، فوق ما انهم يشفطون فلوسك على أي شيء وكل شيء,ar,ChdDSUhNMG9nS0VJQ0FnSUNUN08zZndnRRAB
251,CHMs,,,,"CHMs
مرشد محلي · 53 مراجعة",ar,ChdDSUhNMG9nS0VJQ0FnSUNUN08zZndnRRAB
252,Khlooud,,قبل سنة,,حسبي الله بس موزونتي زينه ولا تخلوني اسجل ليه؟؟ رفع النسب على غير سنع,ar,ChZDSUhNMG9nS0VJQ0FnSUNibE4yZ1NBEAE
253,جبريل عثمان عبدالله,5,قبل 4 سنوات,2022-04-07,أنا أرى أنها أجمل جامعة في السعودية، فلذلك أفتخر بها من صميم قلبي ، وأشكر كل إداري بها بما يقدمه من جهود جبارة، وأسأل الله  السداد لهم في باقي أمورهم,ar,ChdDSUhNMG9nS0VJQ0FnSURHNk1YeDRnRRAB
254,جبريل عثمان عبدالله,,,,"جبريل عثمان عبدالله
مراجعتان (2)",ar,ChdDSUhNMG9nS0VJQ0FnSURHNk1YeDRnRRAB
255,Ali Ksa,4,قبل سنة,,كراسي قسم الشريعة سيئة+دورات المياه يوجد به صراصير والمكيفات كثير تتعطل بالصيف,ar,ChdDSUhNMG9nS0VJQ0FnSURIM3NXUzBRRRAB
256,Ali Ksa,,,,"Ali Ksa
مرشد محلي · 24 مراجعة · 3 صور",ar,ChdDSUhNMG9nS0VJQ0FnSURIM3NXUzBRRRAB
257,Nourah Alturisi,,قبل 4 سنوات,2022-04-07,جامعه متأخره في التطوير تركيزها فقط على معدل ودرجات الطالب لا تدعمه من كل النواحي مثل باقي الجامعات نشاطاتها غير متطوره وتشابه مدارس الاطفال لا يذكرون الطلاب باهميه السيره الذاتيه وسوق العمل والتواصل مع العالم من خلال النشاطات,ar,ChdDSUhNMG9nS0VJQ0FnSUNxdDdqQXV3RRAB
258,Nourah Alturisi,,,,"Nourah Alturisi
7 مراجعات · صورة واحدة",ar,ChdDSUhNMG9nS0VJQ0FnSUNxdDdqQXV3RRAB
259,امل عبدالله,5,قبل 7 أشهر,,عملي و مكتبي و مصدر فخري..,ar,Ci9DQUlRQUNvZENodHljRjlvT2pnMVdIVmhWWFZDY1haRlpEaG5RbWR5Ym5aV1pFRRAB
260,امل عبدالله,,,,"امل عبدالله
مرشد محلي · 116 مراجعة · 29 صورة",ar,Ci9DQUlRQUNvZENodHljRjlvT2pnMVdIVmhWWFZDY1haRlpEaG5RbWR5Ym5aV1pFRRAB
261,مريم العنزي,,قبل سنتين,,ياخي تعبت انا وصديقتي كل يوم نذذاكر من المنهج ومايجي خلاص تكفون نبي نتخرج وتعبنا صديقتي اسمها سناء مسكينه بس تبكي خلصت الفاين حقي💔 …,ar,ChdDSUhNMG9nS0VJQ0FnSUNEdklydHR3RRAB
262,مريم العنزي,,,,"مريم العنزي
مراجعتان (2)",ar,ChdDSUhNMG9nS0VJQ0FnSUNEdklydHR3RRAB
263,Ahmed Alfranty,3,قبل 7 سنوات,2019-04-08,"جامعة محترمة
وتعطي علم و لكن رجااءًا
خفوا على طلاب الدراسات العليا
حراام عليكم لازم تراجعوون طريقة
التعامل معهم.. حنا يفترض نتعلم بطريقة
بحثية وناقدة موو حفظ حفظ حفظ حفظ حفظ",ar,ChZDSUhNMG9nS0VJQ0FnSUNveUkybGZBEAE
264,Ahmed Alfranty,,,,"Ahmed Alfranty
مرشد محلي · 263 مراجعة · 6 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUNveUkybGZBEAE
265,Saud 1,4,قبل سنتين,,السلام عليكم حبيبتي تدرس عندك اتمنى منكم تنتبهون عليها ولحد يقولها شي عشان م اعطيكم نجمه وحده واقلب الدنيا فوق روسكم👍🏻❤️ …,ar,ChdDSUhNMG9nS0VJQ0FnSUM1eUtYeHpBRRAB
266,Hifaa Alhrba,5,قبل 3 سنوات,2023-04-07,"تحتاج الي مرافق استراحه لنساء خارج الكليه  ( من مسجد ودوارات مياه  )
لي ولاه الامور  في انتظار بناتهن .  خارج فناء الكليه",ar,ChdDSUhNMG9nS0VJQ0FnSURPNE0zRnF3RRAB
267,Hifaa Alhrba,,,,"Hifaa Alhrba
9 مراجعات · صورة واحدة",ar,ChdDSUhNMG9nS0VJQ0FnSURPNE0zRnF3RRAB
268,Tøxic 666,,قبل 6 سنوات,2020-04-07,"تصريف ومايردون في الايميل ولا التلفون واليوم تاريخ ١٧/ صفر /١٤٤١
كيف اقدر اسالهم عن ابسط الاشياء وهم مايردون ولا لازم اضرب مشوار من الجبيل خمس ساعات ونص عشان اسألهم",ar,ChdDSUhNMG9nS0VJQ0FnSUMwMzhTTHpnRRAB
269,Tøxic 666,,,,"Tøxic 666
مرشد محلي · 70 مراجعة · 39 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUMwMzhTTHpnRRAB
270,H,5,قبل سنتين,,حبيبي باسل يدرس بهذي الجامعه ياريت ماتضغطون عليه لانه مبسوط بتخصصه واذا اشتكى منكم ماراح اقيمكم,ar,ChZDSUhNMG9nS0VJQ0FnSUROdHJfYkVnEAE
271,H,,,,"H
4 مراجعات · صورة واحدة",ar,ChZDSUhNMG9nS0VJQ0FnSUROdHJfYkVnEAE
272,namey alharby,5,قبل 3 سنوات,2023-04-07,"السلام عليكم عندي استفسار
انا معاي دبلوم تقنيه هل اقدر اكمل بكلاريوس بجامعة القصيم ؟ انتساب او انتظام
واذا فيه احد يخدمني ويسألي تكفون افيدوني ♥️",ar,ChZDSUhNMG9nS0VJQ0FnSUR1dkkzV2FREAE
273,namey alharby,,,,"namey alharby
13 مراجعة · 8 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUR1dkkzV2FREAE
274,عابر سبيل,4,قبل سنتين,,الجامعة تعتبر كمبنى ومرافق جميله لاكن النت من الداخل سيئ في بعض الاماكن انصح بزيارة المكتبه البهو جميل,ar,ChZDSUhNMG9nS0VJQ0FnSURSOGNLZEZ3EAE
275,عابر سبيل,,,,"عابر سبيل
مرشد محلي · 71 مراجعة · 17 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSURSOGNLZEZ3EAE
276,Yousef Ibrahim,4,تاريخ التعديل: قبل 8 سنوات,2018-04-08,جامعة شاملة لمعظم التخصصات العلمية .. تم تأسيسها عام ١٤٢٥- ٢٠٠٤م.. طلابها حوالي ٧٢ الف هذا العام ولها مقرات في معظم محافظات ومراكز منطقة القصيم .. الجامعة متأخرة بعض الشئ في خدماتها التقنية والانترنت  ..,ar,ChZDSUhNMG9nS0VJQ0FnSUN3MmFPVEtnEAE
277,Yousef Ibrahim,,,,"Yousef Ibrahim
مرشد محلي · 325 مراجعة · 524 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUN3MmFPVEtnEAE
278,Sallah Ali,,قبل 4 سنوات,2022-04-07,من سنين مايردون على الاتصالات تسيب من موظفين الاستقبال حسبي الله ونعم الوكيل لازم اقطع ٥٠ كيلو حتى احصل جواب على استفسار بسيط كيف تبونا نحقق ٢٠٣٠ وعندنا هالنوعيه من الموظفين اجزم ان كلهم داخلين بالواسطه علشان كذا ماعندهم خوف من العقاب لان حاميها حراميها.,ar,ChdDSUhNMG9nS0VJQ0FnSUNta3FQSXNRRRAB
279,Sallah Ali,,,,"Sallah Ali
مرشد محلي · 45 مراجعة · 26 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUNta3FQSXNRRRAB
280,ارجو الانضمام للقناة قناتي تعجبك,5,قبل 5 سنوات,2021-04-07,جامعة القصيم هي الجامعه الأفضل علي الطلاق جامعه عريقة ويوجد فيها طلاب من جميع الجنسيات في العالم أجمع وتدرس جميع التخصصات وتتميز بدراس وتعليم الشريعة الإسلامية وهذا فخر لي هذا البلد وهو بريده 🧡 …,ar,ChZDSUhNMG9nS0VJQ0FnSURDNTdhUkp3EAE
281,ارجو الانضمام للقناة قناتي تعجبك,,,,"ارجو الانضمام للقناة قناتي تعجبك
مرشد محلي · 34 مراجعة · 5 صور",ar,ChZDSUhNMG9nS0VJQ0FnSURDNTdhUkp3EAE
282,فهد صالح,3,قبل 4 سنوات,2022-04-07,بعيدة قوة وزحمة بإشارة القرعاء لو يحط ورقة برسيم ولا نفق أو أي طريقة تخفف من الإزدحام,ar,ChdDSUhNMG9nS0VJQ0FnSUNtb0ktVDBRRRAB
283,فهد صالح,,,,"فهد صالح
مرشد محلي · 56 مراجعة",ar,ChdDSUhNMG9nS0VJQ0FnSUNtb0ktVDBRRRAB
284,اسناب شوف,,قبل سنة,,المووووقع سيئ راح القبول مت عدي بسس الموقع التعبببببببااااااااان حسبي يالله ونعم الوكيييل,ar,ChdDSUhNMG9nS0VJQ0FnSURicGY3MmxRRRAB
285,sa sa,5,قبل 5 سنوات,2021-04-07,"اشكر مدير اسكان الطلاب محمد بن رشيد العمرو
علا مايقدمه لخدمه الطلاب
ذوقلب حنون",ar,ChZDSUhNMG9nS0VJQ0FnSURTa2RLcFBBEAE
286,sa sa,,,,"sa sa
مرشد محلي · 55 مراجعة",ar,ChZDSUhNMG9nS0VJQ0FnSURTa2RLcFBBEAE
287,khalid mohammed,5,قبل 4 سنوات,2022-04-07,"بصراحة امن الجامعة وجهم بشوش وابتسامتهم طيبة
جزاهم الله خيرا وبارك الله فيكم وجزاكم كل خير",ar,ChZDSUhNMG9nS0VJQ0FnSURLX09QWWJ3EAE
288,khalid mohammed,,,,"khalid mohammed
مرشد محلي · 326 مراجعة · 24 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSURLX09QWWJ3EAE
289,إبراهيم الخضير,,قبل 3 سنوات,2023-04-07,بالنسبه الي تاريخ 17/2/1444 سيئ التنظيم للدخول الجامعه كل الطرق مقفله لابد من وضع حلول ورأيي انا يكون عدة بوابات للدخول بحيث القادمين من بريده بدخلون مع بوابه والقادمين من عنيزه يدخلون مع بوابه والقادمين من البكيريه يدخلون من بوابه كذا لايوجد ازدحام للدخول ولا عرقله للطريق,ar,ChdDSUhNMG9nS0VJQ0FnSUNldHNUZXRBRRAB
290,إبراهيم الخضير,,,,"إبراهيم الخضير
مرشد محلي · 84 مراجعة · 26 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUNldHNUZXRBRRAB
291,Lon,4,قبل سنة,,حبيبي يدرس بالجامعه ذي بليز لا تضغطون عليه نجحوه باقي له ترم ويتخرج,ar,ChdDSUhNMG9nS0VJQ0FnSUM3MWJlWmhnRRAB
292,ابن الوطن,2,قبل 7 سنوات,2019-04-08,خاصه الموقع الجديد كليه العلوم للبنات التخطيط سئ خاصه مسارات السيارات تخطيط أعمى من كليه العلوم للحاسب لازم تخرج من باب لباب ثاني متجاورات وعلى طريق خطر علما بأن به مساح ولاكن متروكه للعمال الاسيويه كرت الكركت والراس جهله,ar,ChdDSUhNMG9nS0VJQ0FnSUNvcXNDejFBRRAB
293,ابن الوطن,,,,"ابن الوطن
6 مراجعات · صورة واحدة",ar,ChdDSUhNMG9nS0VJQ0FnSUNvcXNDejFBRRAB
294,IMDAD - SALAHI,5,تاريخ التعديل: قبل 3 سنوات,2023-04-07,"الجامعة بجمالها وهيبتها فخر لي أن أكون طالب علم فيها ... الله يحفظها
جعلها الله منبع علم ونور
لا حول ولا قوة الا بالله العلي العظيم",ar,ChdDSUhNMG9nS0VJQ0FnSUMwOXJXTGh3RRAB
295,IMDAD - SALAHI,,,,"IMDAD - SALAHI
مرشد محلي · 110 مراجعات · 1,226 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUMwOXJXTGh3RRAB
296,بندر,,قبل 5 سنوات,2021-04-07,خريج ٢٠١٦ إدارة أعمال معدل ٣،٥ الله لا يعيده من أيام سوء تعامل الدكاتره التحدي منهم نظرتهم لطالب إختبارات تعجيزية لعبوا فينا المصارية لعب المهم عدت بسلام والآن موظف في كوفي 😂 لو رجع الزمن في وقال ادرس في الجامعة ذي مستحيل ادرس ولا ابي جامعة …,ar,ChdDSUhNMG9nS0VJQ0FnSUNjaDZtRnNBRRAB
297,بندر,,,,"بندر
مرشد محلي · 23 مراجعة · 7 صور",ar,ChdDSUhNMG9nS0VJQ0FnSUNjaDZtRnNBRRAB
